(id = 51, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 52, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 53, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 54, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 55, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 56, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 57, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 58, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 59, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 60, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 61, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 62, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 63, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 64, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 65, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 66, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 67, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 68, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 69, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 70, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 71, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 72, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 73, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 74, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 75, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 76, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 77, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 78, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 79, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 80, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 81, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 82, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 83, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 84, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 85, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 86, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 87, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 88, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 89, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 90, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 91, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 92, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 93, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 94, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 95, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 96, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 97, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 98, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 99, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 100, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 101, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 102, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 103, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 104, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 105, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 106, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 107, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 108, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 109, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 110, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 111, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 112, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 113, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 114, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 115, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 116, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 117, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 118, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 119, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 120, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 121, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 122, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 123, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 124, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 125, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 126, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 127, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 128, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 129, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 130, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 131, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 132, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 133, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 134, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 135, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 136, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 137, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 138, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 139, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 140, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 141, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 142, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 143, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 144, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 145, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 146, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 147, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 148, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 149, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 150, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 151, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 152, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 153, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 154, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 155, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 156, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 157, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 158, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 159, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 160, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 161, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 162, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 163, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 164, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 165, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 166, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 167, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 168, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 169, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 170, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 171, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 172, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 173, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 174, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 175, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 176, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 177, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 178, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 179, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 180, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 181, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 182, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 183, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 184, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 185, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 186, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 187, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 188, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 189, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 190, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 191, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 192, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 193, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 194, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 195, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 196, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 197, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 198, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 199, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 200, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 201, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 202, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 203, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 204, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 205, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 206, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 207, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 208, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 209, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 210, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 211, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 212, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 213, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 214, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 215, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 216, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 217, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 218, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 219, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 220, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 221, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 222, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 223, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 224, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 225, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 226, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 227, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 228, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 229, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 230, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 231, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 232, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 233, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 234, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 235, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 236, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 237, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 238, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 239, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 240, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 241, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 242, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 243, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 244, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 245, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 246, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 247, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 248, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 249, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 250, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 251, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 252, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 253, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 254, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 255, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 256, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 257, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 258, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 259, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 260, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 261, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 262, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 263, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 264, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 265, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 266, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 267, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 268, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 269, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 270, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 271, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 272, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 273, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 274, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 275, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 276, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 277, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 278, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 279, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 280, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 281, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 282, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 283, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 284, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 285, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 286, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 287, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 288, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 289, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 290, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 291, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 292, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 293, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 294, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 295, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 296, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 297, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 298, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 299, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 300, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 301, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 302, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 303, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 304, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 305, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 306, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 307, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 308, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 309, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 310, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 311, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 312, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 313, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 314, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 315, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 316, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 317, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 318, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 319, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 320, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 321, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 322, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 323, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 324, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 325, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 326, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 327, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 328, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 329, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 330, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 331, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 332, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 333, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 334, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 335, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 336, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 337, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 338, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 339, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 340, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 341, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 342, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 343, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 344, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 345, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 346, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 347, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 348, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 349, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 350, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 351, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 352, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 353, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 354, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 355, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 356, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 357, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 358, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 359, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 360, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 361, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 362, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 363, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 364, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 365, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 366, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 367, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 368, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 369, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 370, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 371, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 372, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
(id = 373, blockNo = 0, val1 = "AM", val2 = 0.5, val3 = 1)
